Frame Index,Thread ID,Completion Time,Finger Tip X,Finger Tip Y,Depth Value
136,1,709.406882,821.70556640625,525.001708984375,None
137,0,709.482957,826.43994140625,523.6819458007812,None
138,3,709.556786,818.6986694335938,525.4359741210938,None
139,2,709.622354,821.72900390625,525.2379150390625,None
140,1,709.693494,820.4005126953125,524.5425415039062,None
141,0,709.775677,819.90087890625,524.0573120117188,None
142,3,709.853759,810.984619140625,518.5733032226562,None
143,2,709.907891,812.4352416992188,520.973876953125,None
144,1,709.989784,815.4395751953125,519.7322387695312,None
145,0,710.062437,818.7711181640625,521.7388916015625,None
146,3,710.132543,816.01708984375,519.6166381835938,None
147,2,710.203072,818.1408081054688,519.8095092773438,None
148,1,710.275180,815.9710083007812,521.798095703125,None
149,0,710.345073,818.1309814453125,520.3777465820312,None
150,3,710.415325,815.7076416015625,520.7716674804688,None
151,2,710.488197,822.8861083984375,524.9207763671875,None
152,1,710.565671,816.3934936523438,522.7577514648438,None
153,0,710.619881,819.810302734375,526.047119140625,None
154,3,710.683974,817.78955078125,525.2766723632812,None
155,2,710.769054,820.9981689453125,525.0557250976562,None
156,1,710.837563,834.01806640625,524.1429443359375,None
157,0,710.910963,833.1334838867188,529.90087890625,None
158,3,710.987882,785.659423828125,518.6292114257812,None
159,2,711.051867,819.322265625,526.907958984375,None
160,1,711.122986,787.9827270507812,509.1465148925781,None
161,0,711.194572,805.7802734375,517.505859375,None
162,3,711.271397,780.2343139648438,521.7822875976562,None
163,2,711.336749,752.750732421875,522.0919189453125,None
164,1,711.406996,787.8789672851562,523.3466796875,None
165,0,711.481290,462.56378173828125,292.8490295410156,None
166,3,711.559272,726.8865356445312,316.74749755859375,None
167,2,711.617686,795.9874267578125,506.1307678222656,None
168,1,711.693720,654.9188842773438,264.16729736328125,None
169,0,711.771622,710.18896484375,311.42364501953125,None
170,3,711.842693,808.3216552734375,323.7511291503906,None
171,2,711.913705,742.4212036132812,323.77899169921875,None
172,1,711.989638,761.647705078125,317.37713623046875,None
173,0,712.060548,784.6617431640625,315.5844421386719,None
174,3,712.129979,837.9492797851562,343.20947265625,None
175,2,712.202116,911.1437377929688,330.8866271972656,None
176,1,712.274234,882.124267578125,349.6567687988281,None
177,0,712.343174,861.4117431640625,349.9103698730469,None
178,3,712.414143,911.202880859375,330.9392395019531,None
179,2,712.484728,941.6077880859375,317.4762268066406,None
180,1,712.556447,968.5791015625,313.09423828125,None
181,3,712.857615,1021.863037109375,297.9284362792969,None
182,0,712.858041,995.7138671875,301.13507080078125,None
183,1,712.858949,1043.1497802734375,315.06402587890625,None
184,2,712.859252,1043.190185546875,297.74310302734375,None
185,3,712.934709,1068.816162109375,326.78076171875,None
186,1,713.068662,1104.3531494140625,331.8321838378906,None
187,2,713.076378,1085.6829833984375,325.554931640625,None
188,0,713.120902,1064.2764892578125,312.4192810058594,None
189,2,713.279780,1070.8197021484375,343.4009704589844,None
190,1,713.286774,1081.50048828125,345.77996826171875,None
191,0,713.346699,1092.02685546875,339.3086853027344,None
192,2,713.434676,1044.650390625,318.52972412109375,None
193,1,713.498902,1063.95556640625,332.6554870605469,None
194,0,713.562453,1042.29052734375,330.7868957519531,None
195,2,713.643445,989.229248046875,313.082763671875,None
196,1,713.713589,1023.762451171875,312.916259765625,None
197,0,713.794131,1008.2721557617188,313.2215881347656,None
198,2,713.855846,974.6898803710938,304.69647216796875,None
199,1,713.928707,953.6336669921875,313.06878662109375,None
200,0,713.999165,940.298095703125,306.5650634765625,None
201,2,714.070179,907.6077880859375,316.9512023925781,None
202,1,714.139644,888.8677978515625,322.8697814941406,None
203,0,714.241979,878.948974609375,315.5340270996094,None
204,2,714.281232,864.2908935546875,316.1661376953125,None
205,1,714.355684,848.5961303710938,326.3453369140625,None
206,3,714.460031,801.842529296875,338.2996520996094,None
207,0,714.495838,833.90380859375,330.8878173828125,None
208,2,714.558082,813.8626708984375,342.6585998535156,None
209,1,714.640183,806.3880615234375,337.35223388671875,None
210,3,714.716757,773.7613525390625,315.1625671386719,None
211,0,714.780515,791.0576171875,336.5699768066406,None
212,2,714.853640,784.8546142578125,325.11773681640625,None
213,1,714.924778,783.647705078125,316.5681457519531,None
214,3,715.003314,739.0355224609375,311.5614013671875,None
215,0,715.064181,762.5015869140625,318.27801513671875,None
216,2,715.137386,757.6488037109375,318.32611083984375,None
217,1,715.211187,745.8443603515625,312.5481872558594,None
218,3,715.290941,730.1278686523438,304.8016052246094,None
219,0,715.359661,737.392578125,310.7070617675781,None
220,2,715.432288,734.9212646484375,309.58319091796875,None
221,1,715.510325,730.332275390625,306.7585754394531,None
222,3,715.579749,713.112060546875,323.8049621582031,None
223,0,715.653419,726.9454956054688,303.65045166015625,None
224,2,715.724531,718.4514770507812,310.73675537109375,None
225,1,715.793905,706.80126953125,356.1139221191406,None
226,3,715.866074,715.020751953125,402.8538513183594,None
227,0,715.937938,718.688720703125,409.2449645996094,None
228,2,716.010526,743.96240234375,504.58502197265625,None
229,3,716.309644,778.2501220703125,518.5497436523438,None
230,0,716.315062,770.81396484375,507.0279541015625,None
231,1,716.317358,770.4717407226562,521.2191162109375,None
232,2,716.319410,770.1532592773438,515.7869262695312,None
233,3,716.390833,766.1382446289062,524.180908203125,None
234,0,716.508737,771.7562255859375,533.2449340820312,None
235,1,716.539845,759.812255859375,520.1859130859375,None
236,2,716.570612,748.26513671875,546.0401000976562,None
237,0,716.657288,744.2357788085938,548.0734252929688,None
238,1,716.719678,745.424072265625,548.8240966796875,None
239,2,716.790547,746.637939453125,549.8732299804688,None
240,0,716.859101,757.2501220703125,558.261962890625,None
241,1,716.922861,755.2459716796875,562.0211181640625,None
242,0,716.996537,738.7804565429688,571.1765747070312,None
243,1,717.073484,742.8323974609375,570.7114868164062,None
244,0,717.137474,743.9432373046875,569.7251586914062,None
245,1,717.220563,741.3074951171875,569.1525268554688,None
246,0,717.294171,742.4786376953125,570.7428588867188,None
247,1,717.365077,740.0872192382812,578.022705078125,None
248,0,717.444794,742.2159423828125,572.6417236328125,None
249,1,717.507723,737.62890625,575.8049926757812,None
250,0,717.576786,738.3956298828125,575.9244995117188,None
251,1,717.648512,736.5250244140625,582.4024658203125,None
252,0,717.719561,744.4653930664062,585.2403564453125,None
253,1,717.789146,743.688232421875,583.3602905273438,None
254,0,717.859300,741.031494140625,579.479736328125,None
255,1,717.930621,742.7598876953125,593.7991333007812,None
256,0,718.009945,745.6514892578125,576.6755981445312,None
257,1,718.077801,746.38671875,579.849853515625,None
258,0,718.161003,749.2852783203125,584.96484375,None
259,2,718.261439,763.488037109375,600.311279296875,None
260,1,718.291721,742.283203125,596.79248046875,None
261,0,718.360972,761.6051025390625,593.6643676757812,None
262,2,718.441020,765.7840576171875,585.513671875,None
263,1,718.503185,763.9312133789062,576.8065185546875,None
264,0,718.576188,765.15087890625,592.7329711914062,None
265,2,718.653204,765.6053466796875,549.9395751953125,None
266,1,718.717161,752.418701171875,603.13818359375,None
267,0,718.791085,752.1683349609375,586.4327392578125,None
268,2,718.867510,770.7836303710938,554.6800537109375,None
269,1,718.929659,768.4967651367188,562.7303466796875,None
270,0,719.002157,766.5474853515625,550.5149536132812,None
271,2,719.079049,746.6187744140625,548.9136352539062,None
272,1,719.147482,763.6949462890625,549.8218383789062,None
273,0,719.226646,758.4473266601562,546.6669921875,None
274,2,719.298527,719.0103759765625,533.360595703125,None
275,1,719.369747,716.730712890625,531.9963989257812,None
276,0,719.439280,737.3041381835938,525.1705322265625,None
277,2,719.509390,743.0462646484375,544.5984497070312,None
278,1,719.582164,746.7315673828125,544.6657104492188,None
279,0,719.653956,756.392578125,546.4102783203125,None
280,2,719.756503,725.0249633789062,557.2796630859375,None
281,1,719.828711,739.2698974609375,560.4908447265625,None
282,0,719.886214,741.5701904296875,561.4994506835938,None
283,3,719.974290,746.4983520507812,558.7182006835938,None
284,2,720.045335,739.2362060546875,559.387451171875,None
285,1,720.118290,743.8904418945312,557.9093627929688,None
286,0,720.190947,749.2335205078125,549.9310913085938,None
287,3,720.301646,750.2110595703125,544.5171508789062,None
288,2,720.350605,745.8516845703125,545.8362426757812,None
289,1,720.409500,751.3526000976562,547.8717651367188,None
290,0,720.464267,744.7498779296875,543.7779541015625,None
291,3,720.603056,772.633544921875,522.60498046875,None
292,2,720.686745,746.773193359375,545.9119873046875,None
293,1,720.710384,759.8925170898438,541.872802734375,None
294,0,720.894372,780.3121337890625,549.23583984375,None
295,3,720.895477,774.0108642578125,541.4945068359375,None
296,2,721.003668,484.57110595703125,265.87200927734375,None
297,1,721.026987,763.5126342773438,535.9342651367188,None
298,0,721.091178,511.37005615234375,224.19007873535156,None
299,3,721.124486,None,None,None
300,2,722.706554,804.440673828125,328.05560302734375,None
301,1,722.707029,797.2994384765625,518.9869995117188,None
302,0,722.707501,774.2285766601562,324.2620544433594,None
303,0,722.952717,795.9451904296875,326.1876525878906,None
304,3,723.227847,718.2789306640625,357.572021484375,None
305,0,723.244375,708.6756591796875,363.42742919921875,None
306,2,723.248862,613.3422241210938,285.74676513671875,None
307,1,723.261229,805.6067504882812,328.67108154296875,None
308,3,723.416757,708.698486328125,363.5313415527344,None
309,0,723.517376,682.3946533203125,336.7066345214844,None
310,1,723.541280,713.33837890625,366.0255432128906,None
311,2,723.544142,689.3387451171875,350.9875793457031,None
312,3,723.614614,681.344482421875,320.6675109863281,None
313,0,723.679992,688.373046875,338.0013732910156,None
314,2,723.833666,685.0988159179688,330.8736572265625,None
315,1,723.836802,690.5402221679688,337.8977966308594,None
316,0,723.894668,698.9461669921875,328.145751953125,None
317,3,723.974761,699.8031616210938,326.20208740234375,None
318,2,724.044102,700.35302734375,327.380615234375,None
319,1,724.108724,701.1731567382812,329.0099182128906,None
320,0,724.171887,699.7821044921875,326.2397766113281,None
321,2,724.250347,696.9750366210938,325.03253173828125,None
322,1,724.324325,700.8028564453125,326.8729248046875,None
323,0,724.406138,699.245849609375,325.576171875,None
324,2,724.471458,697.3236694335938,327.447509765625,None
325,1,724.544986,696.800048828125,329.8409729003906,None
326,3,724.755127,694.5087890625,327.4133605957031,None
327,2,724.807078,692.5137329101562,325.0411071777344,None
328,0,724.807509,694.9634399414062,326.2796630859375,None
329,1,724.850777,694.146240234375,324.9281005859375,None
330,0,724.926046,692.942626953125,326.9434509277344,None
